Title,Singer,Lyric
사랑했나봐,윤도현,이별은 만남보다 참 쉬운 건가봐 차갑기만 한 사람 내 맘 다 가져간걸 왜 알지 못하나 보고싶은 그 사람  사랑했나봐 잊을 수 없나봐 자꾸 생각나 견딜수가 없어 후회하나봐 널 기다리나봐 또 나도 몰래 가슴 설레어와 저기 널 닮은 뒷 모습에  기억은 계절따라 흩어져 가겠지 차갑기만 한 사람 빈 가슴 애태우며 난 기다리겠지 어설픈 내 사랑은  사랑했나봐 잊을수 없나봐 자꾸 생각나 견딜 수 가 없어 후회 하나봐 널 기다리나봐 또 나도 몰래 가슴 설레어와 저기 널 닮은 뒷 모습에  기억은 계절따라 흩어져 가겠지 차갑기만 한 사람 빈 가슴 애태우며 난 기다리겠지 어설픈 내 사랑은  못되게 눈 돌리며 외면한 니 모습 모른 척 할래 한번쯤은 날 뒤돌아 보며 아파했다 믿을래  바보인가봐 한마디 못하는 잘 지내냐는 그 쉬운 인사도 행복한가봐 여전한 미소는 자꾸만 날 작아지게 만들어 멀어지는 니 모습처럼  언젠가 다른사람 만나게 되겠지 널 닮은 미소짓는 하지만 그 사람은 니가 아니라서 왠지 슬플 것 같아 잊을 수 없는 사람 -
겁쟁이,버즈,미안합니다 고작 나란 사람이 당신을 미친 듯 사랑합니다 기다립니다 잘난 것 하나 없는데 염치없이 당신을 원합니다 세상을 더 헤매어 봐도 눈을 더 크게 뜨고 찾아도 당신은 단 하나란 걸 알아서 내가 꼭 갖고 싶지만 날 사랑해줘요 날 울리지마요 숨 쉬는 것보다 더 잦은 이 말 하나도 자신 있게 못하는 늘 숨어만 있는 나는 겁쟁이랍니다 미안합니다 미련한 미련 때문에 내 손으로 당신을 못 놉니다 내 눈에 당신이 박혀서 다른 무엇도 볼 수 없어서 가슴에 옮겨와 달라는 말도 이젠 해보고 싶지만 날 사랑해줘요 날 울리지마요 숨 쉬는 것보다 더 잦은 이 말 하나도 자신 있게 못하는 늘 숨어만 있는 나는 겁쟁이랍니다 조금씩 커져가는 사랑은 한 번씩 나도 몰래 새어 나와서 길을 잃은 아이처럼 울고 보채도 터진 내 맘은 모르겠죠 눈을 감지 마요 나를 바라봐요 당신의 귓가에 다가가 말하려 해도 당신 앞에 설 때면 뒷걸음만 치는 그저 난 겁쟁이랍니다 그대만 나는 기다립니다
고백,정준일,우리 이제 그만하자 다신 마주치지 않도록 그렇게 지내자 별다를 거 없어 사는 게 그렇잖아 언제나처럼 우린 늘 혼자였잖아 생각보단 쉬울 것 같아 너없이 하루를 사는 게 내겐 지금보다 마음 졸이며 널 기다린 하루보다 어쩌면 혼자인 게 더 편할 테니까 그런데 왜 지금 나 널 그리워하는 거니 네가 없는 하루하루가 왜 이리 힘드니 네가 보고 싶다고 너무 보고 싶다고 전하지도 못할 말들을 하곤 했어 이제야 내 맘 다 알 것 같은데 오랜만에 누굴 만나서 시덥잖은 얘길 하고 소리 내어 웃곤 해 괜찮다고 아무렇지 않은 날 보며 너의 마음이 조금만 더 아팠으면 해 그런데 왜 지금 나 널 그리워하는 거니 네가 없는 하루하루가 왜 이리 힘드니 네가 보고 싶다고 너무 보고 싶다고 전하지도 못할 말들을 하곤 했어 이제야 내 맘 다 알 것 같은데 괜찮다고 말하던 친구들의 위로에 아무렇지 않은 것처럼 겨우 웃어보지만 아무리 달려봐도 결국엔 그 자리에 난 너를 그리워하는가봐 미안해 나 지금 너에게 달려가고 있어 차마 네게 할 수 없던 말 이젠 고백할게 너를 사랑한다고 너무 사랑한다고 바보 같은 내 맘 받아 줄 수 있겠니 이제야 내가 날 알 것 같은데 이렇게 난 널 그리워하는데
나에게로 떠나는 여행,버즈,저 푸른 바다 끝까지 말을 달리면 소금 같은 별이 떠 있고 사막엔 낙타만이 가는 길 무수한 사람 길이 되어 열어줄거야 낡은 하모니카 손에 익은 기타 Your melody 나는 떠날래 어린 왕자 Your melody 찾아 떠날래 Far away your my sunshine We were together 나는 사랑보다 좋은 추억 알게될거야 텀블러 한잔에 널 털어 넘기고 이제 나를 좀 더 사랑할거야 저 끓어 넘친 태양은 부글거리고 오랜 꿈은 삐꺽거리고 쿨럭인 자동차를 타고서 꿈의 날개로 구름 속을 산책할거야 낡은 하모니카 손에 익은 기타 Your melody 나는 떠날래 어린 왕자 Your melody 찾아 떠날래 Far away your my sunshine We were together 나는 사랑보다 좋은 추억 알게될거야 For my life Find my life 찾아 누릴 천국에 지지 않을 너를 안게 될거야 Far away your my sunshine We were together 나는 사랑보다 좋은 추억 알게될거야 For my life Find my life 찾아 누릴 천국에 지지 않을 너를 안게 될거야
꽃송이가,버스커 버스커,배드민턴 치자고 꼬셔 커피 한 잔 하자고 불러 동네 한 번 걷자고 꼬셔 넌 한 번도 그래 안 된다는 말이 없었지 꽃송이가 꽃송이가 그래 그래 피었네 꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 거리에 사람들 수많은 사람들 그 길에 사람들 그래 나는 네게 얼마만큼 특별한 건지 그게 어려운 거야 그게 어려운 거라 그게 어려운 거야 맛있는 거 먹자고 꼬셔 영화 보러 가자고 불러 단대 호수 걷자고 꼬셔 넌 한 번도 그래 안 된다는 말이 없었지 꽃송이가 꽃송이가 그래 그래 피었네 꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 거리에 사람들 수많은 사람들 그 길에 사람들 그래 나는 네게 얼마만큼 특별한 건지 그게 어려운 거야 그게 어려운 거라 그게 어려운 거야 좋아 좋아 하모니카 솔로 꽃송이가 꽃송이가 꽃송이가 그래 그래 피었네 꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나 거리에 사람들 수많은 사람들 그 길에 사람들 그래 나는 네게 얼마만큼 특별한 건지 그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
Never Ending Story,부활,손 닿을 수 없는 저기 어딘가 오늘도 난 숨쉬고 있지만 너와 머물던 작은 의자 위에 같은 모습의 바람이 지나네... 너는 떠나며 마치 날 떠나가듯이 멀리 손을 흔들며 언젠가 추억에 남겨져 갈 꺼라고 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬 수 없었던 아름다운 시절속에 머문 그대 이기에 너는 떠나며 마치 날 떠나가듯이 멀리 손을 흔들며 언젠가 추억에 남겨져 갈 꺼라고 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬 수 없었던 아름다운 시절속에 머문 그대여 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬수 없었던 아름다운 시절속에 머문 그대여 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬 수 없었던 아름다운 시절속에 머문 그대이기에...
사랑앓이,FTISLAND (FT아일랜드),그리울 때 눈 감으면 더 잘 보이는 그런 사람 잊으려 하고 지우려 하면 더 많이 생각나는 사람 그 사람 꼭 올 거라고 내 가슴에 해로운 거짓말을 하고 꼭 올 거라는 말은 안 했지만 기다릴 수 밖에 없는 사람 너무나 많이 사랑한 죄 널 너무나 많이 사랑한 죄 난 너로 인해 그 죄로 인해 기다림을 앓고 있다고 내가 더 많이 사랑한 죄 널 너무나 많이 그리워한 죄 난 너로 인해 그 죄로 인해 눈물로 앓고 있다고 이렇게 그 사람 꼭 올 거라고 내 가슴에 해로운 거짓말을 하고 꼭 올 거라는 말은 안 했지만 기다릴 수 밖에 없는 사람 너무나 많이 사랑한 죄 널 너무나 많이 사랑한 죄 난 너로 인해 그 죄로 인해 기다림을 앓고 있다고 내가 더 많이 사랑한 죄 널 너무나 많이 그리워한 죄 난 너로 인해 그 죄로 인해 눈물로 앓고 있다고 헤어짐은 늘 빠른 사람 잊혀짐은 늘 더딘 사람 늘 나에게만 늘 모진 사람 나 혼자 앓고 있었다고 그대 나를 이렇게 멀리 떠나가야만 했니 그대 나를 이렇게 멀리 떠나가야만 했니 그저 내 목숨 다 바쳐 사랑할 사람 이제 날 잊고 살아갈 무정한 사람 그저 내 전부를 다 바쳐 사랑할 사람 이제 날 잊고 살아갈 너 내 목숨 다 바쳐서 사랑할 사람 내게는 눈물만 주고 간 사람 늘 나에게만 늘 모진 사람 나 혼자 앓고 있었다고 내가 더 많이 사랑한 죄 널 너무나 많이 그리워한 죄 난 너로 인해 그 죄로 인해 눈물로 앓고 있다고 이렇게
사랑의 바보,더 넛츠 (The NuTs),그렇게 말 하지 마 제발 그녈 욕하지 말아줘 그 누구보다도 내겐 좋은 여자니까 내가 하고 싶어 잘해준걸 고맙다 말 못 들어도 잠시나마 웃어주면 난 행복해 원하는 좋은 사람 나타날 때까지 난 잠시 그녈 지켜줄 뿐야 아무것도 바라는 것 없기에 그걸로도 감사해 워 언제든 필요할 땐 편히 날 쓰도록 늘 닿는 곳에 있어 줄 거야 어느 날 말없이 떠나간대도 그 뒷모습까지도 사랑할래 난 바보니깐 괜찮아 아무리 아프게 해도 못 느껴 내 걱정 하지 마 못났대도 할 수 없어 나를 자랑스레 여길 분께 가끔 미안해진데도 기꺼이 나 그녈 위한 바보로 살래 원하는 좋은 사람 나타날 때 까지 난 잠시 그녈 지켜줄 뿐야 아무것도 바라는 것 없기에 그 걸로도 감사해 워 언제든 필요할 땐 편히 날 쓰도록 늘 닿는 곳에 있어 줄 거야 어느 날 말없이 떠나간대도 그 뒷모습까지도 사랑 할래 언젠가 그녀가 날 떠날 걸 잘 알아 시작이 있음 끝도 있는 걸 그 시간이 알고 싶어서라도 끝까지 가보려 해 워 그렇게 불쌍한 듯 날 바라보지 마 그래도 나는 행복하니까 언젠가 그녀를 보내 주는 날 그때 술이나 한잔 사주면 돼 언젠가 그녀를 보내 주는 날 그때 술이나 한잔 사주면 돼
처음엔 사랑이란게,버스커 버스커,거리에 오 겹쳐진 그녀 모습 속에는 오 난 그어떤 그리움도 찾아볼 순 없군요 거리에 일렁이는 그녀 모습 속에는 오 난 그어떤 외로움도 찾아볼 순 없군요 처음엔 사랑이란 게 참 쉽게 영원할 거라 그렇게 믿었었는데 그렇게 믿었었는데 나에게 사랑이란 게 또다시 올수 있다면 그때는 가깝진 않게 그다지 멀지도 않게 난 예 벤치에 앉아있는 그녀 모습 속에는 오 난 그어떤 그리움도 찾아볼 순 없군요 벤치에 들려오는 그녀 웃음 속에는 오 난 그어떤 외로움도 찾아볼 순 없군요 처음엔 사랑이란 게 참 쉽게 영원할 거라 그렇게 믿었었는데 그렇게 믿었었는데 나에게 사랑이란 게 또다시 올수 있다면 그때는 가깝진 않게 그다지 멀지도 않게 머린 아픈데 오 너는 없고 그때 또 차오르는 니 생각에 어쩔 수 없는 나의 맘 그때의 밤 나에겐 사랑이란 게 아 사랑이란 처음엔 사랑이란 게 참 쉽게 영원할 거라 그렇게 믿었었는데 그렇게 믿었었는데 나에게 사랑이란 게 라랄라라 워 허허어 허어 워 허어허어 예 라랄라라 워 허허어 허어 워 허어허어 예
이미 슬픈 사랑,야다 (Yada),널 볼 수 있어 행복했었지 그대가 날 위해 있어준 시간만큼 너의 부모님께 전해들었지 나 아닌 사람과 결혼하게 된 걸 너 그렇게 힘든데 내게 말못하고 울고있던게 생각나 떠나는 그대여 울지 말아요 슬퍼말아요 내가 단념할께요 마음 편히 가시도록 내 사랑 그대가 날 떠나 행복할 수 있다면 내가 떠나갈께요 나의 그대 삶에 축복을 너무 걱정마 철없던 내가 너없인 무엇도 할 수는 없지만 넌 널 위해 살아줘 나는 어떻게든 살아갈 수 있을거야 떠나는 그대여 울지 말아요 슬퍼말아요 내가 단념할께요 마음 편히 가시도록 내 사랑 그대가 날 떠나 행복할 수 있다면 내가 떠나갈께요 그대 만나 느낀 기억도 내가 가질 행복도 모두 가져가세요 나의 그대 삶에 축복을
형 (兄),노라조,삶이란 시련과 같은 말이야 고개 좀 들고 어깨펴 짜샤 형도 그랬단다 죽고 싶었지만 견뎌 보니 괜찮더라 맘껏 울어라 억지로 버텨라 내일은 내일의 해가 뜰테니 바람이 널 흔들고 소나기 널 적셔도 살아야 갚지 않겠니 더 울어라 젊은 인생아 져도 괜찮아 넘어지면 어때 살다보면 살아가다 보면 웃고 떠들며 이 날을 넌 추억할테니  세상에 혼자라 느낄테지 그 마음 형도 다 알아 짜샤 사람을 믿었고 사람을 잃어버린 자 어찌 너뿐이랴 맘껏 울어라 억지로 버텨라 내일은 내일의 해가 뜰테니 더 울어라 젊은 인생아 져도 괜찮아 넘어지면 어때 살다보면 살아가다 보면 웃고 떠들며 이 날을 넌 추억할테니  세상이 널 뒤통수 쳐도 소주 한잔에 타서 털어버려 부딪히고 실컷 깨지면서 살면 그게 인생 다야 넌 멋진 놈이야
스물다섯 스물하나,자우림,바람에 날려 꽃이 지는 계절엔 아직도 너의 손을 잡은 듯 그런 듯 해 그때는 아직 꽃이 아름다운 걸 지금처럼 사무치게 알지 못했어 우 너의 향기가 바람에 실려 오네 우 영원할 줄 알았던 스물다섯 스물하나 그 날의 바다는 퍽 다정했었지 아직도 나의 손에 잡힐 듯 그런 듯 해 부서지는 햇살 속에 너와 내가 있어 가슴 시리도록 행복한 꿈을 꾸었지 우 그날의 노래가 바람에 실려 오네 우 영원할 줄 알았던 지난날의 너와 나 너의 목소리도 너의 눈동자도 애틋하던 너의 체온마저도 기억해내면 할수록 멀어져 가는데 흩어지는 널 붙잡을 수 없어 바람에 날려 꽃이 지는 계절엔 아직도 너의 손을 잡은 듯 그런 듯 해 그때는 아직 네가 아름다운 걸 지금처럼 사무치게 알지 못했어 우 너의 향기가 바람에 실려 오네 우 영원할 줄 알았던 스물다섯 스물하나 우 그날의 노래가 바람에 실려 오네 우 영원할 줄 알았던 지난날의 너와 나 우 우 우 영원할 줄 알았던 스물다섯 스물하나 스물다섯 스물하나
