Title,Singer,Lyric
너 사용법,에디킴,부드럽게 무드있게 따뜻하게 꼭 안아주시오 매일 한 번씩 사용하시오 부드러운 눈 마주칠 땐 미소 지어서 그녀를 웃게 hey what's up beauty 말을 거시오 그날 아침엔 먼저 일어나서 turning on jazz Gentle kiss 널 바라봐 너무 지칠 땐 소주 두 병 들고 솔직하게 그녀의 집 두드리시오 가끔 한 번씩 무작정 같이 떠나가시오 다른 하늘 다른 바람 숨 쉬게 해줘 가끔 한 번씩 무작정 키스해주시오 이유 없이 너에게 빠진 그 날처럼 잘 때는 나긋하게 조용하게 눈물 나게 말해주시오 매일 한 번씩 너무 고마워 그날 아침엔 먼저 일어나서 clean up mass Last night 썸 널 깨우고 바래다줄 땐 발걸음 천천히 나직하게 그녀에게 고백하시오 다른 여자 앞에선 이성적이지만 이상하게 너 앞에선 감정이 앞서 널 사용하기엔 너무나 아까워 마냥 바라보기엔 넌 날 미치게 해 영원히 널 사용하고 싶어 Oh my girl Oh my girl 부드럽게 무드있게 따뜻하게 꼭 안아주시오 매일 한 번씩 사용하시오 잘 때는 나긋하게 조용하게 눈물 나게 말해주시오 매일 한 번씩 너무 고마워 이 아름다운 girl 놓치지 마시오
애상,10CM,말리지마 내 이런 사랑을 너만 보면 미칠 것 같은 이 맘을 누가 알겠어 웨딩드레스 입은 니 곁에 다른 사람이 알잖아 너를 이토록 사랑하며 기다린 나를 뭐가 그리 바쁜지 너무 보기 힘들어 넌 도대체 뭐하고 다니니 그게 아냐 이유는 묻지마 그냥 믿고 기다려 주겠니 내게도 사랑을 위한 시간이 필요해 널 받아들일 수 있게 일부러 피하는 거니 문자 해도 아무 소식 없는 너 싫으면 그냥 싫다고 솔직하게 말해봐 말리지마 내 이런 사랑을 너만 보면 미칠 것 같은 이 맘을 누가 알겠어 웨딩드레스 입은 니 곁에 다른 사람이 난 두려워 나보다 더 멋진 그런 남자 니가 만날까봐 아니야 그렇지 않아 정말 너 하나뿐야 속는셈 치고 한번 믿어봐 우연히 너를 보았지 다른 남자 품 안에 너를 한번도 볼 수 없었던 너무 행복한 미소 내 사랑은 무너져 버렸어 그게 아냐 변명이 아니라 그 남자는 나완 상관없어 잠시 나 어지러워서 기댄 것 뿐이야 날 오해하지 말아줘 나 역시 많은 여자들 만났다가 헤어져도 봤지만 한꺼번에 많은 여자를 만난 적은 없었어 니가 뭔데 날 아프게 하니 너 때문에 상처 돼버린 내 사랑 이제 다시는 너의 어떤 만남도 나 같은 사람 없을 걸 난 두려워 나 역시 다시는 이런 사랑할 수 없을까봐 믿을 수 없겠지만은 니가 첫사랑인데 떠나버리면 어떡하라고 사랑까지는 바라지도 않을께 니 곁에 항상 있게만 해줘 제발 제발
가끔 미치도록 네가 안고 싶어질 때가 있어,가을방학,만약이라는 두 글자가 오늘 내 맘을 무너뜨렸어 어쩜 우린 웃으며 다시 만날 수 있어 그렇지 않니 음악을 듣고 책을 읽고 영화를 보고 사람들을 만나고 우습지만 예전엔 미처 하지 못했던 생각도 많이 하게 돼 넌 날 아프게 하는 사람이 아냐 수 없이 많은 나날들 속을 반짝이고 있어 항상 고마웠어 아무도 이해할 수 없는 얘기겠지만 그렇지만 가끔 미치도록 네가 안고 싶어질 때가 있어 너 같은 사람은 너 밖에 없었어 마음 둘 곳이라곤 없는 이 세상 속에  넌 날 아프게 하는 사람이 아냐 수 없이 많은 나날들 속을 반짝이고 있어 항상 고마웠어 아무도 이해할 수 없는 얘기겠지만 그렇지만 가끔 미치도록 네가 안고 싶어질 때가 있어 너 같은 사람은 너 밖에 없었어 마음 둘 곳이라곤 없는 이 세상 속에
너무 아픈 사랑은 사랑이 아니었음을,김광석,그대 보내고 멀리 가을새와 작별하듯 그대 떠나 보내고 돌아와 술잔앞에 앉으면 눈물이 나누나 그대 보내고 아주 지는 별빛 바라볼때 눈에 흘러 내리는 못다한 말들 그 아픈 사랑 지울 수 있을까 어느 하루비라도 추억처럼 흩날리는 거리에서 쓸쓸한 사람되어 고개 숙이면 그대의 목소리 너무 아픈 사랑은 사랑이 아니었음을 너무 아픈 사랑은 사랑이 아니었음을 어느 하루 바람이 젖은 어깨 스치며 지나가고 내 지친 시간들이 창에 어리면 그대 미워져 너무 아픈 사랑은 사랑이 아니었음을 너무 아픈 사랑은 사랑이 아니었음을 이제 우리 다시는 사람으로 세상에 오지 말기 그립단 말들도 묻어버리기 못다한 사랑 너무 아픈 사랑은 사랑이 아니었음을 너무 아픈 사랑은 사랑이 아니었음을
서른 즈음에,김광석,또 하루 멀어져 간다 내뿜은 담배연기처럼 작기만한 내 기억속에 무얼 채워 살고있는지 점점 더 멀어져 간다 머물러 있는 청춘인줄 알았는데 뛰어가는 내 가슴속엔 더 아무것도 찾을 수 없네 계절은 다시 돌아오지만 떠나간 내 사랑은 어디에 내가 떠나 보낸 것도 아닌데 내가 떠나온 것도 아닌데 조금씩 잊혀져 간다 머물러 있는 사랑인줄 알았는데 또 하루 멀어져 간다 매일 이별하며 살고 있구나 매일 이별하며 살고 있구나 점점 더 멀어져 간다 머물러 있는 청춘인줄 알았는데 뛰어가는 내 가슴 속엔 더 아무것도 찾을 수 없네 계절은 다시 돌아오지만 떠나간 내 사랑은 어디에 내가 떠나 보낸것도 아닌데 내가 떠나온 것도 아닌데 조금씩 잊혀져 간다 머물러 있는 사랑인줄 알았는데 또 하루 멀어져 간다 매일 이별하며 살고 있구나 매일 이별하며 살고 있구나
봄봄봄,로이킴,봄 봄 봄 봄이 왔네요 우리가 처음 만났던 그때의 향기 그대로 그대가 앉아 있었던 그 벤치 옆에 나무도 아직도 남아있네요 살아가다 보면 잊혀질 거라 했지만 그 말을 하며 안 될 거란 걸 알고 있었소 그대여 너를 처음 본 순간 나는 바로 알았지 그대여 나와 함께 해 주오 이 봄이 가기 전에 다시 봄 봄 봄 봄이 왔네요 그대 없었던 내 가슴 시렸던 겨울을 지나 또 벚꽃 잎이 피어나듯이 다시 이 벤치에 앉아 추억을 그려 보네요 사랑하다 보면 무뎌질 때도 있지만 그 시간마저 사랑이란 걸 이제 알았소 그대여 너를 처음 본 순간 나는 바로 알았지 그대여 나와 함께 해 주오 이 봄이 가기 전에 우리 그만 참아요 이제 더 이상은 망설이지 마요 아팠던 날들은 이제 뒤로 하고 말할 거예요 그대여 너를 처음 본 순간 나는 바로 알았지 그대여 나와 함께 해 주오 이 봄이 가기 전에
I Love You,AKMU (악뮤),I Love You  저절로 네게 눈이 가 네가 입은 옷 무늬가 눈에 띄는 것도 아닌데 온종일 다른 일을 하고 있는 중에도 이 사람 참 괜찮단 말이야 네 행동 하나하나에 내가 들렸다 놓였다해 나 이리 자주 웃는 사람이 아닌데 돌아보면 너 때문에 당한 것도 많아 그 모든게 하나하나 다 싫지만은 않아 I love you 사랑해요 널 보는 날이면 둘만 만나는 날이 아닌데도 너에게만 잘 보이려고 막 그래 난 그래 I love you 사랑해요 널 보는 날이면 둘만 만나는 날이 아닌데도 막 설레고 그런다니깐요 네 행동 하나하나에 내가 들렸다 놓였다해 나 이리 자주 웃는 사람이 아닌데 돌아 보면 너 때문에 받은게 참 많아서 더 더 더 포기할 수 없었어요 써요 나만 마시는 사랑이 넘쳐요 그대 잔에 따라주고 싶은데 I’m waiting for you to say I love you 사랑해요 널 보는 날이면 둘만 만나는 날이 아닌데도 너에게만 잘 보이려고 막 그래 난 그래 I love you 사랑해요 널 보는 날이면 둘만 만나는 날이 아닌데도 막 설레고 그런다니깐요 I love you I love you I love you I love you I love you I love you 사랑해요 널 보는 날이면 둘만 만나는 날이 아닌데도 막 설레고 그런다니깐요 I love you I love you
잊어야 한다는 마음으로,김광석,잊어야 한다는 마음으로 내 텅 빈 방문을 닫은 채로 아직도 남아 있는 너의 향기 내 텅 빈 방 안에 가득한데 이렇게 홀로 누워 천정을 보니 눈 앞에 글썽이는 너의 모습 잊으려 돌아 누운 내 눈가에 말 없이 흐르는 이슬 방울들 지나간 시간은 추억 속에 묻히면 그만인 것을 나는 왜 이렇게 긴 긴 밤을 또 잊지 못해 새울까 창틈에 기다리던 새벽이 오면 어제보다 커진 내 방 안에 하얗게 밝아온 유리창에 썼다 지운다 널 사랑해 밤하늘에 빛나는 수많은 별들 저마다 아름답지만 내 맘 속에 빛나는 별 하나 오직 너만 있을 뿐이야 창틈에 기다리던 새벽이 오면 어제보다 커진 내 방 안에 하얗게 밝아온 유리창에 썼다 지운다 널 사랑해 하얗게 밝아온 유리창에 썼다 지운다 널 사랑해
너에게 난 나에게 넌,자전거 탄 풍경,너에게 난 해질녘 노을처럼 한편의 아름다운 추억이되고 소중했던 우리 푸르던날을 기억하며 우- 후회 없이 그림처럼 남아주기를  나에게 넌 내 외롭던 지난 시간을 환하게 비춰주던 햇살이 되고 조그맣던 너의 하얀 손위에 빛나는 보석처럼 영원의 약속이 되어  너에게 난 해질녘 노을처럼 한편의 아름다운 추억이되고 소중했던 우리 푸르던날을 기억하며 우 후회 없이 그림처럼 남아주기를  나에게 넌 초록의 슬픈 노래로 내작은 가슴속에 이렇게 남아 반짝이던 너의 예쁜 눈망울에 수많은 별이 되어 영원토록 빛나고 싶어  너에게 난 해질녘 노을처럼 한편의 아름다운 추억이되고 소중했던 우리 푸르던날을 기억하며 우 후회 없이 그림처럼 남아주기를  너에게 난 해질녘 노을처럼 한편의 아름다운 추억이되고 소중했던 우리 푸르던날을 기억하며 우 후회 없이 그림처럼 남아주기를
수고했어 오늘도,옥상달빛,세상 사람들 모두 정답을 알긴 할까 힘든 일은 왜 한번에 일어날까 나에게 실망한 하루 눈물이 보이기 싫어 의미 없이 밤 하늘만 바라봐 작게 열어둔 문틈 사이로 슬픔 보다 더 큰 외로움이 다가와 더 날 수고했어 오늘도 아무도 너의 슬픔에 관심 없대도 난 늘 응원해 수고했어 오늘도  빛이 있다고 분명 있다고 믿었던 길마저 흐릿해져 점점 더 날 수고했어 오늘도 아무도 너의 슬픔에 관심 없대도 난 늘 응원해 수고했어 수고했어 수고했어 오늘도  수고했어 오늘도 아무도 너의 슬픔에 관심 없대도 난 늘 응원해 수고했어 오늘도
사랑했지만,김광석,어제는 하루종일 비가 내렸어 자욱하게 내려앉은 먼지사이로 귓가에 은은하게 울려퍼지는 그대 음성 빗속으로 사라져버려 때론 눈물도 흐르겠지 그리움으로 때론 가슴도 저리겠지 외로움으로 사랑했지만 그대를 사랑했지만 그저 이렇게 멀리서 바라볼뿐 다가설 수 없어 지친 그대곁에 머물고 싶지만 떠날 수 밖에 그대를 사랑했지만 때론 눈물도 흐르겠지 그리움으로 때론 가슴도 저리겠지 외로움으로 사랑했지만 그대를 사랑했지만 그저 이렇게 멀리서 바라볼뿐 다가설 수 없어 지친 그대곁에 머물고 싶지만 떠날 수 밖에 그대를 사랑했지만 그대를 사랑했지만
넌 이별 난 아직 (With 한소현 Of 3rd Coast),스탠딩 에그,거짓말 이길 내 귀를 믿지 못해 지금 난이길 혼자서 걷지 못해 너의 말보다 그 눈이 더 차가워 아프지 않을 순간이 오긴 할까 나쁘지 않은 추억은 줬던 걸까 눈빛보다 참기 힘든 그 침묵 어떤 말을 해도 넌 이별 모든 걸 다 줘도 넌 이별 눈물로 애원을 해도 넌 이별 어떤 말을 해도 난 아직 모든걸 다 줘도 난 아직 남은 슬픔마저 베이고도 난 아직  헤어지자는 네 손을 놓지 못해 미안하다는 그 말도 믿지 못해 너의 말보다 그 눈이 더 차가워 사랑한다고 어제도 말했잖아 가지마 제발 이대로 떠나지마 눈빛보다 참기 힘든 그 침묵 어떤 말을 해도 넌 이별 모든걸 다 줘도 넌 이별 눈물로 애원을 해도 넌 이별 어떤 말을 해도 난 아직 모든걸 다 줘도 난 아직 남은 슬픔마저 베이고도 난 아직  어떤 말을 해도 넌 이별 모든걸 다 줘도 넌 이별 눈물로 애원을 해도 넌 이별 어떤 말을 해도 난 아직 모든걸 다 줘도 난 아직 남은 슬픔마저 베이고도 난 아직
부끄럼,멜로망스,쳐다보지 않아도 내 맘은 널 향해 있고 널 바라보길 바라고 쳐다본다 싶으면 혹시나 마주칠까 봐 쳐다보지도 못하고 어딜 보는 걸까 혹시 날 보는 걸까 너도 내 마음과 같은 맘이길 내 몸이 말을 안 들어 마음은 널 좋아한다 하는데 내 눈은 네 눈을 피해 내 몸이 말을 안 들어 마음은 다가가라고 하는데 그렇게 원하지 않던 부끄럼만 생겼네 한 번은 남자 답게 인사해 보고 싶은데 안녕이란 말도 못 꺼내 다른 친구들 앞에서 말 잘하는 수다쟁이 너 앞에 서면 벙어리 어딜 보는 걸까 혹시 날 보는 걸까 너도 내 마음과 같은 맘이길 내 몸이 말을 안 들어 마음은 널 좋아한다 하는데 내 눈은 네 눈을 피해 내 몸이 말을 안 들어 마음은 다가가라고 하는데 그렇게 원하지 않던 부끄럼만 생겼네 어쩌다 마주칠 때면 내 몸은 oh no 내 맘은 want her 너도 내 마음과 같은 맘이길 내 몸이 말을 안 들어 마음은 널 좋아한다 하는데 내 눈은 네 눈을 피해 내 몸이 말을 안 들어 마음은 다가가라는데 부끄럼만 내 몸이 말을 안 들어 마음은 널 좋아한다 하는데 내 눈은 네 눈을 피해 내 몸이 말을 안 들어 마음은 다가가라는데 부끄럼만 나 생겼네
어느 60대 노부부 이야기,김광석,곱고 희던 그손으로 넥타이를 매어주던 때 어렴풋이 생각나오 여보 그때를 기억하오 막내아들 대학시험 뜬눈으로 지내던 밤들 어렴풋이 생각나오 여보 그때를 기억하오 세월은 그렇게 흘러 여기까지 왔는데 인생은 그렇게 흘러 황혼에 기우는데 큰딸아이 결혼식날 흘리던 눈물방울이 이제는 모두 말라 여보 그눈물을 기억하오 세월이 흘러감에 흰머리가 늘어가네 모두가 떠난다고 여보 내손을 꼭 잡았소 세월은 그렇게 흘러 여기까지 왔는데 인생은 그렇게 흘러 황혼에 기우는데 다시 못올 그먼길을 어찌 혼자 가려하오 여기 날 홀로 두고 여보 왜 한마디 말이 없소 여보 안녕히 잘 가시게 여보 안녕히 잘 가시게 여보 안녕히 잘 가시게
가리워진 길,볼빨간사춘기,보일 듯 말 듯 가물거리는 안개 속에 쌓인 길 잡힐 듯 말 듯 멀어져가는 무지개와 같은 길 그 어디에서 날 기다리는지 둘러 보아도 찾을 수 없네 그대여 힘이 되주오 나에게 주어진 길 찾을 수 있도록 그대여 길을 터주오 가리워진 나의 길 이리로 가나 저리로 갈까 아득하기만 한데 이끌려 가듯 떠나는 이는 제 갈길을 찾았나 손을 흔들며 나 떠나 보낸 뒤 외로움만이 나를 감쌀 때 그대여 힘이 되주오 나에게 주어진 길 찾을 수 있도록 그대여 길을 터주오 가리워진 나의 길 그대여 힘이 되주오 나에게 주어진 길 찾을 수 있도록 그대여 길을 터주오 가리워진 나의 길
