Title,Singer,Lyric
비가 오는 날엔,비스트,세상이 어두워지고 조용히 비가 내리면 여전히 그대로 오늘도 어김없이 난 벗어나질 못하네 너의 생각 안에서 이제 끝이라는 걸 알지만 미련이란 걸 알지만 이제 아닐 걸 알지만 그까짓 자존심에 널 잡지 못했던 내가 조금 아쉬울 뿐이니까 비가 오는 날엔 나를 찾아와 밤을 새워 괴롭히다 비가 그쳐가면 너도 따라서 서서히 조금씩 그쳐가겠지 취했나 봐 그만 마셔야 될 것 같애 비가 떨어지니까 나도 떨어질 것 같애 뭐 네가 보고 싶다거나 그런 건 아냐 다만 우리가 가진 시간이 좀 날카로울 뿐 네가 참 좋아했었던 이런 날이면 아직 너무 생생한 기억을 꺼내놓고 추억이란 덫에 일부러 발을 들여놔 벗어나려고 발버둥조차 치지 않아 이젠 너를 다 지워냈지만 모두 다 비워냈지만 또다시 비가 내리면 힘들게 숨겨놨던 너의 모든 기억들이 다시 돌아와 널 찾나 봐 비가 오는 날엔 나를 찾아와 밤을 새워 괴롭히다 비가 그쳐가면 너도 따라서 서서히 조금씩 그쳐가겠지 너에게로 이젠 돌아갈 길은 없지만 지금 행복한 너를 보며 난 그래도 웃어볼게 널 잡을 수 있었던 힘이 내겐 없었으니까 비가 오는 날엔 나를 찾아와 밤을 새워 괴롭히다 비가 그쳐가면 너도 따라서 서서히 조금씩 그쳐 가겠지 어차피 끝나버린 걸 이제와 어쩌겠어 뒤늦게 후회나 하는 거지 덜떨어진 놈처럼 비는 항상 오니까 계속 반복되겠지 그치고 나면 그제서야 나도 그치겠지 비는 항상 오니까 계속 반복되겠지 그치고 나면 그제서야 나도 그치겠지
내 손을 잡아,아이유,느낌이 오잖아  떨리고 있잖아  언제까지 눈치만 볼 거니  네 맘을 말해봐  딴청 피우지 말란 말이야  네 맘 가는 그대로  지금 내 손을 잡아  어서 내 손을 잡아  우연히 고개를 돌릴 때 마다  눈이 마주치는 건  며칠 밤 내내 꿈속에 나타나  밤새 나를 괴롭히는 건  그 많은 빈자리 중에서 하필  내 옆자릴 고르는 건  나도 모르게 어느새 실없는 웃음  흘리고 있다는 건  그럼 말 다했지 뭐  우리 얘기 좀 할까  느낌이 오잖아 떨리고 있잖아  언제까지 눈치만 볼 거니  네 맘을 말해봐  딴청 피우지 말란 말이야  네 맘 가는 그대로  지금 내 손을 잡아  핸드폰 진동에  심장이 덜컥내려 앉는다는 건  오 나도 모르게  어느새 짓궂은 네 말투  자꾸 듣고 싶은걸  어떡해  저기 멀리 걸어온다  눈이 마주친다  언제까지 넌 모른척 할거니  사랑이 온거야 너와 나 말이야  네가 좋아 정말 못 견딜 만큼  그거면 된거야  더는 생각하지 말란 말이야  네 맘 가는 그대로  느낌이 오잖아 떨리고 있잖아  언제까지 눈치만 볼 거니  네 맘을 말해봐  딴청 피우지 말란 말이야  네 맘 가는 그대로  지금 내 손을 잡아  그냥 내 손을 잡아  지금 내 손을 잡아
Timeless,SG 워너비,어쩜 살아가다 보면 한 번은 날 찾을지 몰라 나 그 기대 하나로 오늘도 힘겹게 버틴 걸 난 참 기억력도 좋지 않은데 왜 너에 관한 건 그 사소한 추억들까지도 생각이 나는지  너를 잊을 순 없지만 붙잡고 싶지만 이별 앞에서 할 수 있는 건 좋은 기억이라도 남도록 편히 보내주는 일  혼자 남아도 괜찮아 가도 괜찮아 세상에 제일 자신있는 건 내가 언제나 그래왔듯이 너를 기다리는 일  어쩜 살아가다보면 한 번은 날 찾을지 몰라 난 그 기대 하나로 오늘도 힘겹게 버틴 걸 부디 하루빨리 좋은 사람과 행복하길 바래 그래야만 내 마음 속에서 널 보낼 것 같아  너를 잊을 순 없지만 붙잡고 싶지만 이별 앞에서 할 수 있는 건 좋은 기억이라도 남도록 편히 보내주는 일  이젠 멀어져 가지만 잠시였지만 태어나 처음 잘한 듯한 건 내겐 아무리 생각해봐도 너를 사랑했던 일  서로가 하나씩 이별의 선물을 나눠간 거잖아 난 마음을 준 대신 넌 내게 추억을 준 거야  다시 또 나를 살아가게 할 거야  날 아프게 했지만 울게 했지만 이것 하나만큼은 고마워 눈 감는 그날 내가 가져갈 추억 만들어줘서
광화문에서 (At Gwanghwamun),규현 (KYUHYUN),넌 어땠는지 아직 여름이 남아 왠지 난 조금 지쳤던 하루 광화문 가로수 은행잎 물들 때 그제야 고갤 들었었나 봐 눈이 부시게 반짝이던 우리 둘은 이미 남이 되었잖아 네 품 안에서 세상이 내 것이었던 철없던 시절은 안녕 오늘 바보처럼 그 자리에 서 있는 거야 비가 내리면 흠뻑 젖으며 오지 않는 너를 기다려 나는 행복했어 그 손 잡고 걷던 기억에 또 뒤돌아 봐 네가 서 있을까 봐 난 모르겠어 세상 살아가는 게 늘 다른 누굴 찾는 일 인지 커피 향 가득한 이 길 찾아오며 그제야 조금 웃었던 나야 처음이었어 그토록 날 떨리게 한 사람은 너 뿐이잖아 누구보다 더 사랑스럽던 네가 왜 내게서 떠나갔는지 오늘 바보처럼 그 자리에 서 있는 거야 비가 내리면 흠뻑 젖으며 오지 않는 너를 기다려 나는 행복했어 그 손 잡고 걷던 기억에 또 뒤돌아 봐 네가 서 있을까 봐 그 자리에서 매일 알아가 조금씩 변해가는 내 모습은 먼 훗날엔 그저 웃어줘 난 행복해 오늘 여긴 그 때처럼 아름다우니 괜히 바보처럼 이 자리에 서 있는 거야 비가 내리면 흠뻑 젖으며 오지 않는 너를 기다려 나는 행복했어 광화문 이 길을 다시 한번 뒤돌아 봐 네가 서 있을까 봐
거리에서,성시경,니가 없는 거리에는  내가 할일이 없어서  마냥 걷다 걷다보면  추억을 가끔 마주치지  떠오르는 너의 모습  내 살아나는  그리움 한번에  참 잊기 힘든 사람이란걸  또 한번 느껴지는 하루  어디쯤에 머무는지  또 어떻게 살아가는지  걷다보면 누가  말해줄 것 같아  이 거리가 익숙했던  우리 발걸음이 나란했던  그리운 날들  오늘밤 나를 찾아온다  널 그리는 널 부르는 내 하루는  애태워도 마주친  추억이 반가워  날 부르는 목소리에 돌아보면  텅빈 거리 어느새  수많은 니모습만 가득해    막다른길 다다라서  낯익은 벽 기대보며  가로등 속 환히 비춰지는  고백하는 니가 보여  떠오르는 그때모습  내 살아나는 설레임  한번에 참 잊기 힘든  순간이란 걸  또 한번 느껴지는 하루  아직 나를 생각할지  또 그녀도 나를 찾을지  걷다보면 누가 말해줄 것 같아  이 거리가 익숙했던  우리 발걸음이 나란했던  그리운 날들  오늘밤 나를 찾아온다  널 그리는 널 부르는 내 하루는  애태워도 마주친  추억이 반가워  날 부르는 목소리에 돌아보면  텅빈 거리 어느새  수 많은 니 모습만 가득  부풀은 내 가슴이  밤 하늘에 외쳐본다  이 거리는 널 기다린다고    널 그리는 널 부르는 내 하루는  애태워도 마주친  추억이 반가워  날 부르는 목소리에 돌아보며  텅빈거리 어느새  수 많은 니 모습만 가득해
다시 사랑한다 말할까,김동률,마치 어제 만난 것처럼 잘있었냔 인사가 무색할 만큼 괜한 우려였는지 서먹한 내가 되려 어색했을까 어제 나의 전활 받고서 밤새 한숨도 못 자 엉망이라며 수줍게 웃는 얼굴 어쩌면 이렇게도 그대로일까 그땐 우리 너무 어렸었다며 지난 얘기들로 웃음짓다가 아직 혼자라는 너의 그 말에 불쑥 나도 몰래 가슴이 시려 다시 사랑한다 말할까 조금 멀리 돌아왔지만 기다려왔다고 널 기다리는게 나에게 제일 쉬운 일이라 시간이 가는 줄 몰랐다고 다시 사랑한다 말할까 여전히 난 부족하지만 받아주겠냐고 널 사랑하는게 내삶에 전부라 어쩔 수 없다고 말야 그땐 사랑인줄 몰랐었다며 가끔 내 소식을 들을때마다 항상 미안했단 너의 그 말에 불쑥 나도 몰래 눈물이 흘러 다시 사랑한다 말할까 언젠가는 내게 돌아올 운명이었다고 널 잊는다는 게 나에게 제일 힘든 일이라 생각 조차 할 수 없었다고 다시 사랑한다 말할까 좋은 친구처럼 편하게 받아주겠냐고 다시 태어나도 널 사랑하는게 내 삶에 이유란 말야 다시 사랑한다 말할까 조금 멀리 돌아왔지만 기다려왔다고 널 기다리는게 나에겐 제일 쉬운 일이라 시간이 가는 줄 몰랐다고 다시 사랑한다 말할까 여전히 난 부족하지만 받아주겠냐고 널 사랑하는게 내삶에 전부라
크리스마스니까,성시경/박효신/이석훈/서인국/VIXX (빅스),오늘은 뭔가 좀 다른 기분 Feeling 이젠 때가 된 것 같은 느낌 Love U 하늘에선 마침 눈이 내려 Now It's Falling 뭔가 잘 될 것 같은 예감 하얀 거리마다 행복해 보이는 연인들 니 맘은 어떤지 내 맘과 같은지 우리 시작해볼까 오늘은 괜찮을까요 내 맘이 전해질까요 내리는 하얀 눈처럼 너에게 닿을까요 숨겨왔던 내 맘 전부 고백할게요 바로 오늘 크리스마스이니까 사실 그대도 조금은 기댈 했잖아요 못 이기는 척 웃는 너 그런 니가 사랑스러워 오늘은 괜찮을까요 내 맘이 전해질까요 내리는 하얀 눈처럼 너에게 닿을까요 숨겨왔던 내 맘 전부 고백할게요 바로 오늘 크리스마스 많은 사람들 속에 너만 내 눈에 보여 의상 좋고 머리도 괜찮고 얼굴 상태 나쁘지 않아 오늘만 기다렸단 말야 눈치껏 눈도 내린단 말야 또박또박 연습한 멘트 뚜벅뚜벅 걷는 발걸음이 벌써 네 앞에 도착했어 올해 크리스마스 선물은 나야 귀요미 루돌프 남 오늘이야 메리 크리스마스 조금만 더 용길 낼게 이 순간이 지나버리면 널 놓칠지 몰라 진심이 더 진심처럼 느껴지는 게 바로 오늘 크리스마스이니까 너와 나 영원히 Christmas Love
잠시만 안녕 (Original),엠씨더맥스 (M.C the MAX),행복을 줄 수 없었어 그런데 사랑을 했어 니곁에 감히 머무른 내 욕심을 용서치마 방황이 많이 남았어 그 끝은 나도 모르는곳 약하게 태어나서 미안해 그래서 널 보내려고 해 언젠가는 돌아갈께 사랑할 자격 갖춘 나 되어 너의 곁으로 돌아갈께 행복을 줄 수 있을 때 아파도 안녕 잠시만 안녕 언제나 위태로운 나 그런 내가 널 사랑을 했어 외로운 고독이 두려워 빨리 못 보내 미안해 사는게 참 힘들었어 널 보며 난 견뎠어 허나 네겐 보여줄 수 없는 내 삶 이별로 널 지키려해 언젠가는 돌아갈께 흔들리지 않는 나 되어 늦지않게 돌아갈께 널 많이 사랑하니까 아파도 안녕 슬퍼도 안녕 언젠가는 돌아갈께 사랑할 자격 갖춘 나 되어 너의 곁으로 돌아갈께 행복을 줄수 있을 때 아파도 안녕 널 위해 안녕 너와 내가 사랑하면 우리가 정말 사랑한다면 언젠가는 만날꺼야 행복을 줄 수 있을 때 조금만 울자 잠시만 울자 아파도 안녕 널 위해 안녕
One Love,엠씨더맥스 (M.C the MAX),이젠 내가 돌아서려 해 다신 그 사람과 네 앞에서 보이지 않게 이제 너에겐 어떤 바램도 작은 기대조차 할 수 없는 나잖아 하지만 시간이 많이 지난 후에도 나의 숨결 나의 향기 네게 묻어있다면 언제나 힘들던 이룰 수 없던 사랑 너에게도 너무 큰 아픔이었다면 다시 내게 돌아와 너를 떠나보내고 후회하고 있는 내게 함께 할 수 없음이 나에겐 너무도 커다란 아픔인 걸 아니 언제나 힘들던 이룰 수 없던 사랑 너에게도 너무 큰 아픔이었다면 돌아와 줘 후회 없는 사랑하기 위해 내가 택한 사람은 너뿐야 언젠간 내게 돌아와 줄 너잖아 힘든 시간 다 지나고 오랜 간절함에 되찾은 내 마지막 사랑인 걸 다시 내게 돌아와 너를 떠나보내고 후회하고 있는 내게 함께 할 수 없음이 나에겐 너무도 커다란 아픔인 걸 아니
I (Feat. 버벌진트),태연 (TAEYEON),빛을 쏟는 Sky 그 아래 선 아이 I 꿈꾸듯이 Fly My Life is a Beauty 어디서 많이 들어본 이야기 미운 오리와 백조 또 날기 전의 나비 사람들은 몰라 너의 날개를 못 봐 네가 만난 세계라는 건 잔인할지도 몰라 But strong girl you know you were born to fly 네가 흘린 눈물 네가 느낀 고통은 다 더 높이 날아오를 날을 위한 준비일 뿐 Butterfly Everybody's gonna see it soon 빛을 쏟는 Sky 그 아래 선 아이 I 꿈꾸듯이 Fly My Life is a Beauty 잊었던 꿈 내 맘 또 그려내 움츠렸던 시간 모두 모아 다 삼켜내 작은 기억 하나 둘씩 날 깨워가 세상 가득 채울 만큼 나를 펼쳐가 길고 긴 밤을 지나 다시 Trip 길을 떠나볼래 Why not 이 세상에 내 맘을 깨워 주는 한마디 혼자였던 Yesterday 셀 수 없는 시선에 떨어지는 눈물로 하루를 또 견디고 아슬했던 Yesterday 쏟아지던 말들에 흔들리는 나를 또 감싸고 빛을 쏟는 Sky 그 아래 선 아이 I 꿈꾸듯이 Fly My Life is a Beauty My Life is a Beauty 꽃잎은 저물고 힘겨웠던 난 작은 빛을 따라서 아득했던 날 저 멀리 보내고 찬란하게 날아가 빛을 쏟는 Sky 새로워진 Eyes 새로워진 Eyes 저 멀리로 Fly Fly High Fly High 난 나만의 Beauty 눈 감은 순간 시간은 멈춰가 난 다시 떠올라
술 한잔 해요,지아,술 한잔 해요 날씨가 쌀쌀하니까 따끈따끈 국물에 소주 한잔 어때요 시간 없다면 내 시간 빌려줄게요 그대 떠나간 후에 내 시간은 넘쳐요 눈치 없는 여자라 생각해도 좋아요 난 그냥 편하게 그대와 한잔하고 싶을 뿐 괜찮다면 나와요 우리의 사랑이 뜨겁던 우리의 사랑을 키웠던 그 집에서 먼저 한잔 했어요 조금 취했나 봐요 그대가 내 앞에 있는 것 같아 바보처럼 자꾸 눈물이 나요 그대 마음이 차갑게 식어갔듯이 따뜻했던 국물도 점점 식어가네요 한잔 더 하고 이제 난 일어날래요 비틀대는 내 모습 보기 싫어질까봐 오늘따라 그대가 너무 보고 싶어서 난 그냥 편하게 그대와 한 잔하고 싶었죠 괜찮다면 나와요 우리의 사랑이 뜨겁던 우리의 사랑을 키웠던 그 집에서 먼저 한잔 했어요 조금 취했나 봐요 그대가 내 앞에 있는 것 같아 바보처럼 자꾸 눈물이 나요 술잔 속엔 눈물이 마음 속엔 그대가 흘러 넘치잖아  그대 가슴에 안겨 그대의 가슴에 쓰러져 그대의 가슴에 무너져 마음 놓고 울어보고 싶어요 늦게라도 와줘요 나 혼자 이렇게 울게 하지마 우린 항상 같이 있었으니까 사랑해요 사랑해요 사랑하기 싫어서 미치겠어
그녀를 사랑해줘요,하동균,잠깐 기다려줄래 지금 데리러 갈게 왜 자꾸 울기만 하니 말해 말해 어디에 있니 니가 사랑하는 사람이 너를 두고 간 거니 집으로 데려다 줄게 가자 가자 바람이 차가우니까 너를 울리는 그 사람이 뭐가 그렇게 좋으니 너는 모르지 너만 모르지 너를 사랑하는 내 맘을 걸음이 느린 내가 먼저 가지 못해서 내 자릴 뺏긴 아픈 사랑을 너의 웃는 모습이 누구 보다 예쁜지 그 사람 알기나 하니 정말 정말 알고도 너를 울리니 이름 모르는 당신에게 부탁 하나만 하는데 사랑해줘요 사랑해줘요 내가 사랑하는 그녀를 당신이 나 대신에 가진 나의 그녀를 함부로 다룰 생각하면 안 돼요 사랑해줘요 내 마음도 몰라주는 그녀를 그녀가 사랑하는 사람 당신이니까 나 보다 많이 사랑해줘요 다시는 울리지는 말아요
